phylum;subphylum;class;order;genus;name;taxID;jgiID 
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Diplodia;Diplodia seriata;420778;Dipse1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Dissoconium;Dissoconium aciculare CBS 342.82;1314786;Disac1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Dissophora;Dissophora ornata;979620;Disorn1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Dothistroma;Dothistroma septosporum NZE10;675120;Dotse1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Dothidotthia;Dothidotthia symphoricarpi CBS 119687;1392245;Dotsy1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Earliella;Earliella scabrosa;2478900;Earsca1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Echinodontium;Echinodontium tinctorium;40440;Echtin1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Ellisomyces;Ellisomyces anomalus;101134;Ellano1
Basidiomycota;Agaricomycotina;Agaricomycetes;Auriculariales;Elmerina;Elmerina caryae;1211726;Elmca1
Ascomycota;Pezizomycotina;Dothideomycetes;Myriangiales;Elsinoe;Elsinoe ampelina;302913;Elsamp1
Ascomycota;Pezizomycotina;Leotiomycetes;Rhytismatales;Elytroderma;Elytroderma deformans;128019;Elyde1
Microsporidia;;;;Encephalitozoon;Encephalitozoon cuniculi GB-M1;284813;Enccu1
Microsporidia;;;;Encephalitozoon;Encephalitozoon hellem ATCC 50504;907965;Enche1
Microsporidia;;;;Encephalitozoon;Encephalitozoon intestinalis ATCC 50506;876142;Encin1
Microsporidia;;;;Encephalitozoon;Encephalitozoon romaleae SJ-2008;1178016;Encro1
Ascomycota;Pezizomycotina;Eurotiomycetes;Verrucariales;Endocarpon;Endocarpon pusillum Z07020;1263415;EndpusZ1
Mucoromycota;Mucoromycotina;Endogonomycetes;Endogonales;Endogone;Endogone sp.;2012134;Endsp1
Microsporidia;;;;Enterocytozoon;Enterocytozoon bieneusi H348;481877;Entbi1
Chytridiomycota;;Chytridiomycetes;Chytridiales;Entophlyctis;Entophlyctis helioformis;281842;Enthel1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Entoleuca;Entoleuca mammata;97380;Entma1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Epicoccum;Epicoccum nigrum;105696;Epini1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Epithele;Epithele typhae;378194;Epityp1
Ascomycota;Pezizomycotina;Dothideomycetes;;Eremomyces;Eremomyces bilateralis CBS 781.70;1392243;Erebi1
Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidium;Erythrobasidium hasegawianum ATCC 9536;1397323;Eryha1
Ascomycota;Pezizomycotina;Leotiomycetes;Erysiphales;Erysiphe;Erysiphe necator;52586;Erynec1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Aspergillus;Aspergillus ruber CBS 135680;1388766;Eurhe1
Ascomycota;Pezizomycotina;Eurotiomycetes;;;Eurotiomycetes sp. JF 03-3F;2486360;EurotioJF033F_1
Ascomycota;Pezizomycotina;Eurotiomycetes;;;Eurotiomycetes sp. JF 03-4F;2486359;EurotioJF034F_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Eutypa;Eutypa lata UCREL1;1287681;Eutla1
Basidiomycota;Agaricomycotina;Agaricomycetes;Auriculariales;Exidia;Exidia glandulosa;5219;Exigl1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala alcalophila;91920;Exoalc1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala alcalophila;91920;Exoalc1_J33
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala aquamarina CBS 119918;1182545;Exoaq1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala dermatitidis NIH/UT8656;858893;Exode1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Exobasidium;Exobasidium maculosum;1493668;Exomac1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala mesophila;212818;Exome1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala oligosperma;215243;Exool1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala sideris;1016849;Exosi1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala spinifera;91928;Exosp1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Exobasidium;Exobasidium vaccinii MPITM;1314671;Exova1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Exophiala;Exophiala xenobiotica;348802;Exoxe1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Fellomyces;Fellomyces penicillatus;5610;Felpe1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Fenestella;Fenestella fenestrata;914049;Fenfe1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Fennellomyces;Fennellomyces sp. T-0311;1329386;Fenlin1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Fibulobasidium;Fibulobasidium inconspicuum;57688;Fibin1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Fibroporia;Fibroporia radiculosa TFFH 294;1078123;Fibra1
Basidiomycota;Agaricomycotina;Agaricomycetes;Atheliales;Fibularhizoctonia;Fibularhizoctonia sp. CBS 109695;436010;Fibsp1
Chytridiomycota;;Chytridiomycetes;Spizellomycetales;Fimicolochytrium;Fimicolochytrium jonesii;1396493;Fimjon1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Fistulina;Fistulina hepatica ATCC 64428;1128425;Fishe1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Flagelloscypha;Flagelloscypha sp. PMI_526;1485228;FlaPMI526_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Flavodon;Flavodon flavus;559739;Flafl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Fomes;Fomes fomentarius;40442;Fomfom1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Fomitiporia;Fomitiporia mediterranea MF3/22;694068;Fomme1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Fomitopsis;Fomitopsis pinicola;40483;Fompi3
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Fomitopsis;Fomitopsis rosea;34475;Fomro1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Fomitopsis;Fomitopsis rosea;34475;Fomros1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Fonsecaea;Fonsecaea monophora;254056;Fonmo1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Fonsecaea;Fonsecaea multimorphosa CBS 102226;1442371;Fonmu1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Fonsecaea;Fonsecaea nubica;856822;Fonnu1
Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriales;Fonsecaea;Fonsecaea pedrosoi CBS 271.37;1442368;Fonpe1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium commune;249398;Fusco1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium equiseti;61235;Fuseq1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium fujikuroi IMI 58289;1279085;Fusfu1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium graminearum;5518;Fusgr1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. lycopersici 4287;426428;Fusox2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum NRRL 32931;660029;Fusox32931
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum;5507;FusoxT415
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. cubense tropical race 4 54006;1089451;Fusoxcub1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. pisi HDV247;1080344;Fusoxpis1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. radicis-lycopersici 26381;1089448;Fusoxrad1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. raphani 54005;1089458;Fusoxrap1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum f. sp. vasinfectum 25433;1089449;Fusoxvas1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum;5507;Fusoxy1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium oxysporum;5507;Fusoxys1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium pseudograminearum CS3096;1028729;Fusps1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium redolens;48865;Fusre1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium solani;169388;Fusso1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium sp. FSSC_10;2268561;FusspF10_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium sp. FSSC_11;2268563;FusspF11_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium sp. FSSC_23;2268562;FusspF23_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium tricinctum;61284;Fustr1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium tricinctum;61284;Fustri1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium verticillioides 7600;334819;Fusve2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;Fusarium venenatum;56646;Fusven1
Ascomycota;Pezizomycotina;Sordariomycetes;Magnaporthales;Gaeumannomyces;Gaeumannomyces tritici R3-111a-1;644352;Gaegr1
Chytridiomycota;;Chytridiomycetes;Spizellomycetales;Gaertneriomyces;Gaertneriomyces semiglobifer;109897;Gaesem1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Galzinia;Galzinia incrustans;202708;Galinc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Galerina;Galerina marginata CBS 339.88;685588;Galma1
Chytridiomycota;;Monoblepharidomycetes;Monoblepharidales;Gonapodya;Gonapodya prolifera;1123529;Ganpr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Ganoderma;Ganoderma sp. 10597 SS1;767862;Gansp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Gomphales;Gautieria;Gautieria morchelliformis;112417;Gaumor1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Geastrales;Geastrum;Geastrum triplex;90948;Geatri1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora tetraspora;94610;Gelte1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Geopyxis;Geopyxis carbonaria;49969;Geocar1
Chytridiomycota;;Chytridiomycetes;Spizellomycetales;Geranomyces;Geranomyces variabilis;109894;Gervar1
Mucoromycota;Glomeromycotina;Glomeromycetes;Diversisporales;Gigaspora;Gigaspora rosea;44941;Gigro1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Gilbertella;Gilbertella persicaria;101096;Gilper1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Glarea;Glarea lozoyensis ATCC 20868;1116229;Glalo1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Colletotrichum;Colletotrichum fioriniae;710243;Gloac1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Colletotrichum;Colletotrichum gloeosporioides;474922;Gloci1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Gloeopeniophorella;Gloeopeniophorella convolvens;205761;Glocon1
Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Rhizophagus;Rhizophagus irregularis DAOM 181602=DAOM 197198;747089;Gloin1
Ascomycota;Pezizomycotina;Dothideomycetes;Hysteriales;Gloniopsis;Gloniopsis sp. FL0384;1907235;Glonio1
Chytridiomycota;;Chytridiomycetes;Rhizophydiales;Globomyces;Globomyces pollinis-pini;382532;Glopol1
Ascomycota;Pezizomycotina;Dothideomycetes;;Glonium;Glonium stellatum;574774;Glost2
Basidiomycota;Agaricomycotina;Agaricomycetes;Gloeophyllales;Gloeophyllum;Gloeophyllum trabeum ATCC 11539;670483;Glotr1_1
Ascomycota;Pezizomycotina;Leotiomycetes;Erysiphales;Golovinomyces;Golovinomyces cichoracearum;62708;Golci1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Gongronella;Gongronella butleri;101105;Gonbut1
Chytridiomycota;;Chytridiomycetes;Rhizophydiales;Gorgonomyces;Gorgonomyces haynaldii;382530;Gorhay1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Gremmeniella;Gremmeniella abietina;127520;Greab1
Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Grosmannia;Grosmannia clavigera kw1407;655863;Grocl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Guyanagaster;Guyanagaster necrorhizus;856835;Guyne1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Gymnopus;Gymnopus androsaceus;1447940;Gyman1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Gymnascella;Gymnascella aurantiaca NRRL 5967;1149896;Gymau1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Gymnopilus;Gymnopilus chrysopellus;1314804;Gymch1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Gymnascella;Gymnascella citrina;37245;Gymci1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Gymnopus;Gymnopus earleae;236213;Gymear1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Gymnopilus;Gymnopilus junonius;109634;Gymjun1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Gymnopus;Gymnopus luxurians FD-317 M1;944289;Gymlu1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Gyromitra;Gyromitra esculenta;33161;Gyresc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Gyrodon;Gyrodon lividus;85971;Gyrli1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Halteromyces;Halteromyces radiatus;101107;Halrad1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Ogataea;Ogataea polymorpha NCYC 495 leu1.1;638633;Hanpo2
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Hanseniaspora;Hanseniaspora valbyensis;53685;Hanva1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hebeloma;Hebeloma cylindrosporum h7;686832;Hebcy2
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Helicostylum;Helicostylum pulchrum;562976;Helpul1
Basidiomycota;Agaricomycotina;Agaricomycetes;Gloeophyllales;Heliocybe;Heliocybe sulcata;5364;Helsul1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Hericium;Hericium coralloides;100756;Hercor1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Herpotrichia;Herpotrichia sp. AK1299;1907527;Herpot1_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Hesseltinella;Hesseltinella vesiculosa;101127;Hesve2finisherSC
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Heterobasidion;Heterobasidion irregulare TC 32-1;747525;Hetan2
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Doassansiales;Heterodoassansia;Heterodoassansia hygrophilae;2031139;Hethyg1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Heterogastridiales;Heterogastridium;Heterogastridium pycnidioideum ATCC MYA-4631;1397325;Hetpy1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Hexagonia;Hexagonia nitida;1140402;Hexnit1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Histoplasma;Histoplasma capsulatum NAm1;339724;Hisca1
Chytridiomycota;;Chytridiomycetes;Rhizophydiales;Homolaphlyctis;Homolaphlyctis polyrhiza;1142505;Hompol1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Neohortaea;Neohortaea acidophila;245834;Horac1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Hortaea;Hortaea werneckii;91943;Horwer1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. FL0543;2614586;HyFL0543_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. FL0890;2614585;HyFL0890_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp.;1896109;HyFL1150_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. FL1857;2614582;HyFL1857_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. NC0597;2614607;HyNC0597_1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Heterogastridiales;Hyalopycnis;Hyalopycnis blepharistoma;138530;Hyabl1
Chytridiomycota;;Monoblepharidomycetes;Monoblepharidales;Hyaloraphidium;Hyaloraphidium curvatum;82268;Hyacur1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Hydnopolyporus;Hydnopolyporus fimbriatus;378272;Hydfim1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Hydnomerulius;Hydnomerulius pinastri MD-312;994086;Hydpi2
Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Hydnum;Hydnum rufescens;139363;Hydru2
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Hygrophoropsis;Hygrophoropsis aurantiaca;72124;Hygaur1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hymenopellis;Hymenopellis radicata;937743;Hymrad1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Hymenoscyphus;Hymenoscyphus varicosporoides;354079;Hymvar1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. CI-4A;1001833;HypCI4A_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. CO27-5;1001938;HypCO275_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon sp. EC38;1001937;HypEC38_3
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon argillaceum;1799007;Hyparg1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Hyphopichia;Hyphopichia burtonii;717740;Hypbu1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon cercidicola;326656;Hypcer1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon crocopeplum;326657;Hypcro1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon fuscum;109372;Hypfus1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon rubiginosum;110542;Hyprub1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon rubiginosum;110542;HyprubER1909_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hypholoma;Hypholoma sublateritium FD-334 SS-4;945553;Hypsu1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Hypoxylon;Hypoxylon trugodes;326681;Hyptru1
Ascomycota;Pezizomycotina;Dothideomycetes;Hysteriales;Hysterium;Hysterium pulicare;100027;Hyspu1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hysterangiales;Hysterangium;Hysterangium stoloniferum;150792;Hyssto1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ilyonectria;Ilyonectria europaea;1079114;Ilyeu1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ilyonectria;Ilyonectria robusta;1079257;Ilyrob1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ilyonectria;Ilyonectria europaea;1079114;Ilysp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Irpex;Irpex lacteus;5319;Irplac1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichia;Pichia kudriavzevii;4909;Isori2
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichia;Pichia kudriavzevii;4909;Issori2
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichia;Pichia kudriavzevii;4909;Issorie2
Basidiomycota;Agaricomycotina;Agaricomycetes;Jaapiales;Jaapia;Jaapia argillacea MUCL 33604;933084;Jaaar1
Ascomycota;Pezizomycotina;Dothideomycetes;Jahnulales;Jahnula;Jahnula aquatica;435389;Jahaq1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Microstromatales;Jaminaea;Jaminaea rosea;1569628;Jamsp1
Mucoromycota;Mucoromycotina;Endogonomycetes;Endogonales;Jimgerdemannia;Jimgerdemannia flammicorona;994334;Jimfl_AD_1
Mucoromycota;Mucoromycotina;Endogonomycetes;Endogonales;Jimgerdemannia;Jimgerdemannia flammicorona;994334;Jimfl_GMNB39_1
Mucoromycota;Mucoromycotina;Endogonomycetes;Endogonales;Jimgerdemannia;Jimgerdemannia lactiflua;324621;Jimlac1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Kalaharituber;Kalaharituber pfeilii;139406;Kalpfe1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Karstenula;Karstenula rhodostoma CBS 690.94;1392251;Karrh1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Kazachstania;Kazachstania africana CBS 2517;1071382;Kazaf1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Kretzschmaria;Kretzschmaria deusta;110526;KdCBS826_1
Ascomycota;Pezizomycotina;Sordariomycetes;Trichosphaeriales;Khuskia;Khuskia oryzae;668251;Khuory1
Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxella;Kickxella alabastrina;61397;Kicala1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Kirkomyces;Kirkomyces cordense;101140;Kircor1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Kluyveromyces;Kluyveromyces lactis NRRL Y-1140;284590;Klula1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Kockovaella;Kockovaella imperatae;4999;Kocim1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Kretzschmaria;Kretzschmaria deusta;110526;Kredeu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Kurtia;Kurtia argillacea;1882863;Kurarg1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Kuraishia;Kuraishia capsulata CBS 1993;1382522;Kurca1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius akahatsu;416441;Lacaka1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Laccaria;Laccaria amethystina LaAM-08-1;1095629;Lacam2
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Laccaria;Laccaria bicolor N203;980499;Lacbi2
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius deliciosus;55514;Lacdel1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius hatsudake;416442;Lachat1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius hengduanensis;1932122;Lachen1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius psammicola;1907521;Lacpsa1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius pseudohatsudake;1932123;Lacpse1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius quietus;111141;Lacqui1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius sanguifluus;111137;Lacsan1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Lachnellula;Lachnellula subtilissima;602034;Lacsu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactifluus;Lactifluus subvellereus;1837270;Lacsub1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius vividus;1740625;Lacviv1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lactarius;Lactarius volemus;71967;Lacvol1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Laetiporus;Laetiporus sulphureus;5630;Laesu1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Lasiosphaeria;Lasiosphaeria hispida;260671;Lashi1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Lasiosphaeris;Lasiosphaeris hirsuta;260670;Lashir1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Lasiosphaeria;Lasiosphaeria miniovina;1954250;Lasmin1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Lasiosphaeria;Lasiosphaeria ovina;92902;Lasov1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Laxitextum;Laxitextum bicolor;68771;Laxbic1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula boryana;40481;LboET3784_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula aff. boryana;2614576;LboTFB7829_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula boryana;40481;Lbo_TFB10291_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula boryana;40481;Lbo_TFB10827_1
Ascomycota;Pezizomycotina;Sordariomycetes;Coniochaetales;Coniochaeta;Coniochaeta sp. AK0013;1884255;LecAK0013_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;LedTMI1148_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;LedTMI1633_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;LedVB361_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;Led_CS584_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Leiotrametes;Leiotrametes sp. BRFM 1775;1513325;Leisp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula lateritia;40482;Lenafn1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula lateritia;40482;Lenafn_TMI1502_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;Lened_B_1_1
