phylum;subphylum;class;order;genus;name;taxID;jgiID 
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces;Saccharomyces cerevisiae;4932;SacceYB210_1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Saccharata;Saccharata proteae;131308;Sacpr1
Ascomycota;Taphrinomycotina;;;Saitoella;Saitoella complicata;5606;Saico1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Saksenaea;Saksenaea vasiformis;90258;Sakvas1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Sarcoscypha;Sarcoscypha coccinea;51139;Sarco1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saturnispora;Saturnispora dispora;29835;Satdi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco2071_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco2231_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco2251_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco2271_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco2272_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune;5334;Schco3
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune Loenen D;1314666;Schco_LoeD_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Schizophyllum;Schizophyllum commune Tattone D;1314663;Schco_TatD_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Scheffersomyces;Scheffersomyces coipomoensis;1788519;Schcoi1
Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomyces;Schizosaccharomyces cryophilus OY26;653667;Schcy1
Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomyces;Schizosaccharomyces japonicus yFS275;402676;Schja1
Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomyces;Schizosaccharomyces octosporus yFS286;483514;Schoc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Schizopora;Schizopora paradoxa;27342;Schpa1
Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomyces;Schizosaccharomyces pombe;4896;Schpo1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Candida;Candida queiroziae;880181;Schque1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Scheffersomyces;Scheffersomyces stipitis;4924;Schsti1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Schizothecium;Schizothecium vesticola;314040;Schves1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Scleroderma;Scleroderma citrinum Foug A;1036808;Sclci1
Basidiomycota;Agaricomycotina;Agaricomycetes;;Sclerogaster;Sclerogaster hysterangioides;1529657;Sclhys1_1
Ascomycota;Pezizomycotina;Coniocybomycetes;Coniocybales;Sclerophora;Sclerophora sanguinea;1410009;Sclsan1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Sclerotinia;Sclerotinia sclerotiorum 1980 UF-70;665079;Sclsc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Scytinostroma;Scytinostroma sp. KUC9413;1884260;Scysp1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;Serendipita;Serendipita vermifera MAFF 305830;933852;Sebve1
Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;Serendipita;Serendipita vermifera;109899;Sebvebe1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Sphaerulina;Sphaerulina musiva SO2202;692275;Sepmu1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Sphaerulina;Sphaerulina populicola;215467;Seppo1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Septobasidiales;Septobasidium;Septobasidium sp. PNB30-8B;1884257;Sepsp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;;Serendipita sp. 407;2136033;Serend1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Serpula;Serpula lacrymans var. lacrymans S7.3;936435;SerlaS7_3_2
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Serpula;Serpula lacrymans var. lacrymans S7.9;578457;SerlaS7_9_2
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Serpula;Serpula lacrymans var. shastensis SHA21-2;690234;Serla_varsha1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Setomelanomma;Setomelanomma holmii;210430;Setho1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Exserohilum;Exserohilum turcicum;93612;Settu3
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Exserohilum;Exserohilum turcicum;93612;Settur3
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Sirobasidium;Sirobasidium intermedium;89935;Sirint1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Lentinus;Lentinus tigrinus;5365;Sisbr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Trechisporales;Sistotremastrum;Sistotremastrum niveocremeum HHB9708;1314777;Sisni1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Sistotrema;Sistotrema raduloides;283657;Sisrad1
Basidiomycota;Agaricomycotina;Agaricomycetes;Trechisporales;Sistotremastrum;Sistotremastrum suecicum;467971;Sissu1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;;Slooffia;Slooffia pilati;106016;Slopil1
Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Smittium;Smittium culicis;133412;SmicuMNP_2
Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Smittium;Smittium culicis;133412;SmiculW2_1
Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Smittium;Smittium mucronatum;133383;Smimuc2
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Sodiomyces;Sodiomyces alkalinus;1302862;Sodal1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Sordaria;Sordaria brevicollis;83679;Sorbr1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Sordaria;Sordaria humana;79806;Sorhu1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Spathaspora;Spathaspora arborariae;979894;Spaarb1
Ascomycota;Pezizomycotina;Leotiomycetes;Rhytismatales;Spathularia;Spathularia flavida;33158;Spafl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Sparassis;Sparassis latifolia;1202976;Spalat1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Spathaspora;Spathaspora passalidarum NRRL Y-27907;619300;Spapa3
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Sphaerosporella;Sphaerosporella brunnea;1250544;Sphbr2
Basidiomycota;Agaricomycotina;Agaricomycetes;Geastrales;Sphaerobolus;Sphaerobolus stellatus;68786;Sphst1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Spinellus;Spinellus fusiger;101115;Spifus1
Chytridiomycota;;Chytridiomycetes;Spizellomycetales;Spizellomyces;Spizellomyces punctatus DAOM BR117;645134;Spipu1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Sporormia;Sporormia fimetaria CBS 119925;1340428;Spofi1
Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;;Symmetrospora;Symmetrospora gracilis;5435;Spogra1_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Sporopachydermia;Sporopachydermia lactativora;45794;Spola1
Basidiomycota;Pucciniomycotina;Spiculogloeomycetes;Spiculogloeales;Phyllozyma;Phyllozyma linderae CBS 7893;1397324;Spoli1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Sporidiobolus;Sporidiobolus pararoseus;5003;Spopa1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Sporisorium;Sporisorium reilianum SRZ2;999809;Spore1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Sporobolomyces;Sporobolomyces roseus IAM 13481;365493;Sporo1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Thermothelomyces;Thermothelomyces thermophilus ATCC 42464;573729;Spoth2
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Sporodiniella;Sporodiniella umbellata;101117;Spoumb1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Stachybotrys;Stachybotrys elegans;80388;Stael1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Stanjemonium;Stanjemonium grisellum;73508;Stagr1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Parastagonospora;Parastagonospora nodorum SN15;321614;Stano2
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Stagonospora;Stagonospora sp. SRC1lsM3a;765868;Stasp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Stereum;Stereum hirsutum FP-91666 SS1;721885;Stehi1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Stemphylium;Stemphylium lycopersici;183478;Stely1
Ascomycota;Pezizomycotina;Dothideomycetes;;Stomiopeltis;Stomiopeltis betulae;706121;Stobe1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Sugiyamaella;Sugiyamaella americana;796026;Sugame1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus americanus;48561;Suiame1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus ampliporus;1912932;Suiamp1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus bovinus;48563;Suibov1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus brevipes Sb2;1400700;Suibr2
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus clintonianus;1904413;Suicli1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus cothurnatus;48568;Suicot1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus decipiens;48569;Suidec1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus discolor;1912936;Suidis1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus fuscotomentosus;1912939;Suifus1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus granulatus;48571;Suigr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus hirtellus;279518;Suihi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus lakei;48574;Suilak1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus luteus;5384;Suilu4
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus occidentalis;756607;Suiocc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus paluster;48578;Suipal1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus pictus;222705;Suipic1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus placidus;48579;Suipla1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus subalutaceus;48586;Suisu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus subaureus;48587;Suisub1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus subluteus;48588;Suisubl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus tomentosus;48589;Suitom1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Suillus;Suillus variegatus;48592;Suivar1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Blastobotrys;Blastobotrys attinorum;254439;Symat1
Ascomycota;Pezizomycotina;Xylonomycetes;Symbiotaphrinales;Symbiotaphrina;Symbiotaphrina kochii CBS 250.77;983144;Symko1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Syncephalis;Syncephalis fuscata;1851187;Synfus1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Syncephalis;Syncephalis plumigaleata;1851185;Synplu1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Syncephalis;Syncephalis pseudoplumigaleata;1712513;Synps1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Syncephalastrum;Syncephalastrum racemosum;13706;Synrac1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;;Talaromyces;5094;Talabor1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Talaromyces;Talaromyces marneffei ATCC 18224;441960;Talma1_2
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Talaromyces;Talaromyces proteolyticus;1131652;Talpro1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Talaromyces;Talaromyces stipitatus ATCC 10500;441959;Talst1_2
Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrina;Taphrina deformans PYCC 5710;1097556;Tapde1_1
Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrina;Taphrina populi-salicis;203085;Tappo1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Teratosphaeria;Teratosphaeria sp. NC1134;1907221;TerNC1134_1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Terfezia;Terfezia boudieri;82571;Terbo2
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Terfezia;Terfezia claveryi;139407;Tercla1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Teratosphaeria;Teratosphaeria nubilosa;161662;Ternu1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Testicularia;Testicularia cyperi;1882483;Tescy1
Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Thanatephorus;Thanatephorus cucumeris;107832;Thacu1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Thamnidium;Thamnidium elegans;101142;Thaele1
Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Thamnocephalis;Thamnocephalis sphaerospora;78915;Thasp1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Thermoascus;Thermoascus aurantiacus;5087;Theau1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Thermoascus;Thermoascus aurantiacus ATCC 26904;1133049;Theau2
Basidiomycota;Agaricomycotina;Agaricomycetes;Thelephorales;Thelephora;Thelephora ganbajun;370292;Thega1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Thermomyces;Thermomyces lanuginosus;5541;Thelan1
Ascomycota;Pezizomycotina;Leotiomycetes;Thelebolales;Thelebolus;Thelebolus microsporus;319061;Themi1
Ascomycota;Pezizomycotina;Leotiomycetes;Thelebolales;Thelebolus;Thelebolus stercoreus;46453;Thest1
Basidiomycota;Agaricomycotina;Agaricomycetes;Thelephorales;Thelephora;Thelephora terrestris;56493;Theter1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Thielavia;Thielavia antarctica;1450529;Thian1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Parathielavia;Parathielavia appendiculata CBS 731.68;1384585;Thiap1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Canariomyces;Canariomyces arenarius CBS 508.74;1384583;Thiar1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Thielavia;Thielavia hyrcaniae CBS 757.83;1384584;Thihy1
Ascomycota;Pezizomycotina;Sordariomycetes;Chaetosphaeriales;Thozetella;Thozetella sp. PMI_491;1506992;ThoPMI491_1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium sp. NC0857;2185274;ThyNC0857_1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Robbauerales;Robbauera;Robbauera albescens;58915;Tilalb1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Georgefischeriales;Tilletiaria;Tilletiaria anomala UBC 951;1037660;Tilan2
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Entylomatales;Tilletiopsis;Tilletiopsis sp. TKC30;1954214;Tillet1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Entylomatales;Tilletiopsis;Tilletiopsis washingtonensis;58919;Tilwa1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tirmania;Tirmania nivea;160517;Tirniv1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Tolypocladium;Tolypocladium inflatum;29910;Tolinf1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Torulaspora;Torulaspora delbrueckii;4950;Torde1
Ascomycota;Pezizomycotina;Sordariomycetes;Torpedosporales;Torpedospora;Torpedospora radiata;311114;Torra1
Ascomycota;Pezizomycotina;Dothideomycetes;Venturiales;Tothia;Tothia fuscella;1048955;Totfu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Lenzites;Lenzites betulinus;5632;Trabet1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametopsis;Trametopsis cervina;1111950;Trace1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes cingulata;575983;Traci1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes gibbosa;160864;Tragib1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Leiotrametes;Leiotrametes lactinea;1391043;Tralac1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes ljubarskyi;1140396;Tralj1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes maxima;259368;Tramax1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Leiotrametes;Leiotrametes menziesii;2136021;Tramen1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes meyenii;526243;Tramey1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes polyzona;239206;Trapol1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes pubescens;154538;Trapub1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Trametes;Trametes versicolor FP-101664 SS1;717944;Trave1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Naematelia;Naematelia encephala;71784;Treen1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Tremella;Tremella mesenterica DSM 1558;578456;Treme1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Trematosphaeria;Trematosphaeria pertusa;390896;Trepe1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Trichaptum;Trichaptum abietinum L-15831 ss-1;1356356;Triab1_1
Chytridiomycota;;Chytridiomycetes;Chytridiales;Phlyctochytrium;Phlyctochytrium arcticum;1117335;Triarc1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma arundinaceum;490622;Triaru1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma asperellum CBS 433.97;1042311;Trias1
Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporon;Trichosporon asahii var. asahii CBS 2479;1186058;Trias2479
Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporon;Trichosporon asahii var. asahii CBS 8904;1220162;Trias8904
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma asperellum;101201;Triasp1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma atroviride IMI 206040;452589;Triat2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma atroviride IMI 206040;452589;Triatr1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma atroviride IMI 206040;452589;Triatro1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma atrobrunneum;1491457;Triatrob1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma atroviride IMI 206040;452589;Triatrov1
Ascomycota;Pezizomycotina;Dothideomycetes;Phaeotrichales;Trichodelitschia;Trichodelitschia bisporula;703511;Tribi1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma brevicompactum;247546;Tribre1
Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Haglerozyma;Haglerozyma chiarellii;457529;Trich1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma citrinoviride;58853;Trici4
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma gamsii;398673;Trigam1
Ascomycota;Pezizomycotina;Xylonomycetes;Xylonales;Trinosporium;Trinosporium guianense;1196434;Trigu1
Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Pascua;Pascua guehoae;105714;Trigue1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma guizhouense;1491466;Trigui1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma harzianum CBS 226.95;983964;Triha1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma hamatum;49224;Triham1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma harzianum;5544;Trihar1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma harzianum;5544;TriharM10_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma harzianum;5544;TriharT22_1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Trichophaea;Trichophaea hybrida;47213;Trihyb1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma longibrachiatum ATCC 18648;983965;Trilo3
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma longibrachiatum ATCC 18648;983965;Trilon1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Tricholoma;Tricholoma matsutake;40145;Trima3
Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Cutaneotrichosporon;Cutaneotrichosporon oleaginosum;879819;Triol1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma parareesei;858221;Tripar1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascus;Trichomonascus petasosporus;64416;Tripe1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma pleuroti;500994;Triple1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tricharina;Tricharina praecox;43433;Tripra1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma reesei QM6a;431241;Trire2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma reesei;51453;TrireRUTC30_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma reesei QM6a;431241;Trire_Chr
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Trichophyton;Trichophyton rubrum CBS 118892;559305;Triru1
Basidiomycota;Pucciniomycotina;Tritirachiomycetes;Tritirachiales;Tritirachium;Tritirachium sp. CBS 265.96;1055551;Trisp1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Trichophyton;Trichophyton verrucosum HKI 0517;663202;Triver1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Trichoderma;Trichoderma virens Gv29-8;413071;TriviGv29_8_2
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Truncatella;Truncatella angustata;152316;Truan1
Ascomycota;Pezizomycotina;Dothideomycetes;Trypetheliales;Viridothelium;Viridothelium virens;1048519;Tryvi1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuber;Tuber aestivum;59557;Tubae1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuber;Tuber borchii;42251;Tubbor1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuber;Tuber magnatum;42249;Tubma1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuber;Tuber melanosporum Mel28;656061;Tubme1v2
Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Tulasnella;Tulasnella calospora MUT 4182;1051891;Tulca1
Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Tulasnella;Tulasnella calospora;156515;Tulcal1
Basidiomycota;Agaricomycotina;Agaricomycetes;Thelephorales;Typhula;Typhula sp. TRa3160C;1907243;TyphTRa3160C_1
Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsis;Umbelopsis sp. PMI_123;1896174;Umbelo1
Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsis;Umbelopsis isabellina;91625;Umbisa1
Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsis;Umbelopsis ramanniana;41833;Umbra1
Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsis;Umbelopsis sp. AD052;1883073;Umbsp_AD052_1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Uncinocarpus;Uncinocarpus reesii 1704;336963;Uncre1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Urocystis;Urocystis occulta;1983702;Uroocc1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Urocystis;Urocystis primulicola;2183100;Uropr1
Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanorales;Usnea;Usnea florida;111620;Usnflo1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilago;Ustilago hordei Uh4857-4;1128400;Usthor1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilago;Ustilago maydis 521;237631;Ustma2_2
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Violaceomycetales;Violaceomyces;Violaceomyces palustris;1673888;Ustsp1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ustilaginoidea;Ustilaginoidea virens;1159556;Ustvir1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Valetoniellopsis;Valetoniellopsis laxa;152775;Valla1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Vararia;Vararia minispora EC-137;1314806;Varmin1
Basidiomycota;Agaricomycotina;Agaricomycetes;Gloeophyllales;Veluticeps;Veluticeps abietina;941530;Velabi1
Ascomycota;Pezizomycotina;Dothideomycetes;Venturiales;Venturia;Venturia inaequalis;5025;Venin1
Ascomycota;Pezizomycotina;Dothideomycetes;Venturiales;Venturia;Venturia pyrina;415593;Venpi1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Verticillium;Verticillium albo-atrum;27335;Veral1
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Verticillium;Verticillium dahliae;27337;Verda1
